Policy_ID,DOB,AGE,INCOME,PARENT1,HOME_VALUE,MARRIED,GENDER,EDUCATION,OCCUPATION,TRAVEL_TIME,CAR_USAGE,IDV,CAR_TYPE,RED_CAR,OLD_CLAIM,CLAIM_FREQ,MVR_POINTS,CLAIM_AMOUNT,CAR_AGE,CLAIM_STATUS,URBANICITY
63581743,16-Mar-39,60,$67349,No,$0,z_No,M,PhD,Professional,14,Private,$14230,Minivan,yes,$4461,2,3,$0,18,0,Highly Urban; Urban
578768750,29-Jun-58,41,$128895,No,$373531,Yes,z_F,Masters,Professional,10,Commercial,$44270,Van,no,$0,0,4,$0,9,0,Highly Urban; Urban
598130591,16-Feb-48,51,$94454,No,$0,z_No,M,Bachelors,Professional,30,Private,$14370,Minivan,no,$5399,1,0,$0,9,0,Highly Urban; Urban
198843358,14-Oct-40,59,$109210,No,$324059,Yes,z_F,Masters,Manager,32,Commercial,$21880,Pickup,no,$6120,2,6,$4815,18,1,Highly Urban; Urban
650019033,14-Oct-40,59,$38141,No,$0,z_No,M,z_High School,z_Blue Collar,43,Commercial,$15080,Minivan,no,$9575,1,5,$5501,6,1,Highly Urban; Urban
627082069,16-Nov-51,48,$0,No,$0,z_No,z_F,<High School,Student,5,Private,$9060,z_SUV,no,$0,0,2,$0,1,0,Highly Urban; Urban
132538177,24-Oct-38,61,$9902,No,$103647,z_No,z_F,PhD,Home Maker,31,Private,$8590,Sports Car,no,$3175,2,4,$3048,10,1,Highly Urban; Urban
713200511,17-Dec-46,52,$99251,No,$275991,Yes,z_F,Masters,Lawyer,35,Private,$35570,Van,no,$0,0,1,$0,10,0,Highly Urban; Urban
602256369,12-Jun-70,29,$45299,No,$148600,Yes,z_F,z_High School,z_Blue Collar,11,Commercial,$8930,z_SUV,no,$5289,1,4,$1502,1,1,Highly Urban; Urban
346673007,14-Feb-62,37,$31725,No,$148396,Yes,z_F,Masters,Lawyer,32,Private,$10860,z_SUV,no,$3810,3,3,$0,22,0,Highly Urban; Urban
794302966,13-Jan-51,48,$49251,No,$180173,Yes,z_F,z_High School,z_Blue Collar,9,Commercial,$11230,z_SUV,no,$0,0,0,$6452,1,1,Highly Urban; Urban
133941548,21-Oct-62,37,$30843,No,$132741,Yes,z_F,z_High School,Clerical,33,Private,$8280,Sports Car,no,$0,0,1,$0,8,0,Highly Urban; Urban
674928177,04-Jan-67,32,$28430,Yes,$0,z_No,z_F,z_High School,Clerical,52,Private,$4340,z_SUV,no,$39168,2,4,$2777,1,1,Highly Urban; Urban
997883308,04-Jul-60,39,$18274,No,$0,z_No,z_F,z_High School,Clerical,11,Private,$7230,z_SUV,no,$0,0,0,$0,1,0,z_Highly Rural; Rural
448861404,03-Apr-60,39,$31131,No,$0,z_No,M,z_High School,Clerical,30,Private,$8510,Minivan,yes,$37066,2,5,$4678,13,1,Highly Urban; Urban
515204929,20-Jan-46,53,$21190,No,$104523,Yes,M,Masters,,30,Commercial,$32730,Panel Truck,yes,$7558,3,5,$0,1,0,Highly Urban; Urban
759412522,26-Sep-49,50,$63910,No,$227449,Yes,M,Masters,Lawyer,46,Private,$12890,Minivan,no,$1946,4,1,$0,15,0,Highly Urban; Urban
745217397,16-Aug-64,35,$98918,Yes,$0,z_No,M,Bachelors,Professional,27,Commercial,$23740,Panel Truck,yes,$0,0,1,$4621,9,1,Highly Urban; Urban
422175609,09-May-62,37,,No,$55527,Yes,z_F,z_High School,Home Maker,5,Private,$5700,Sports Car,no,$4865,1,6,$150,7,1,Highly Urban; Urban
141743339,15-Mar-49,50,$26748,No,,z_No,M,<High School,z_Blue Collar,25,Private,$9170,Pickup,no,$25089,2,1,$3843,6,1,Highly Urban; Urban
80817097,25-Jul-65,34,$38307,No,$151790,Yes,M,z_High School,z_Blue Collar,24,Commercial,$5330,Pickup,no,$17857,1,10,$3730,1,1,Highly Urban; Urban
339409075,15-Jul-53,46,$88632,No,$258636,Yes,z_F,z_High School,z_Blue Collar,34,Commercial,$15670,Sports Car,no,$7864,3,2,$4034,9,1,Highly Urban; Urban
607854572,02-Mar-50,49,$45689,No,$250792,Yes,M,<High School,z_Blue Collar,42,Private,$10970,Pickup,yes,$0,0,0,$1133,1,1,Highly Urban; Urban
576718540,01-Jan-45,54,$112804,No,$323947,Yes,z_F,Masters,Lawyer,32,Private,$21380,Minivan,no,$0,0,0,$0,9,0,Highly Urban; Urban
35408858,18-Aug-53,46,$88359,No,$267679,Yes,z_F,Masters,Lawyer,25,Private,$31980,Minivan,no,$0,0,0,$0,1,0,Highly Urban; Urban
672724800,13-Nov-61,38,$114212,No,$249564,Yes,M,Bachelors,Manager,26,Private,$16970,Van,yes,$0,0,0,$0,13,0,Highly Urban; Urban
327540972,15-Apr-43,56,$76638,No,$0,z_No,M,z_High School,z_Blue Collar,61,Commercial,$14060,Minivan,yes,$24930,2,10,$0,5,0,Highly Urban; Urban
479844010,25-Feb-57,42,$64019,No,$249488,Yes,z_F,PhD,Doctor,38,Private,$12100,Minivan,no,$3558,3,1,$0,13,0,Highly Urban; Urban
414426196,23-Mar-42,57,$53227,No,$204309,Yes,z_F,Bachelors,Professional,41,Private,$34950,Minivan,no,$0,0,0,$0,11,0,Highly Urban; Urban
892208350,12-Apr-54,45,$55848,No,$216312,Yes,M,Bachelors,Clerical,51,Commercial,$11580,Pickup,yes,$0,0,1,$34748,7,1,Highly Urban; Urban
498874820,06-Oct-68,31,$53633,Yes,$183242,z_No,z_F,z_High School,Professional,46,Private,$9960,z_SUV,no,$4646,2,9,$0,1,0,Highly Urban; Urban
366128758,07-Dec-40,58,$146202,No,$473366,Yes,M,Bachelors,Professional,22,Private,$10320,Pickup,yes,$4716,1,0,$2891,12,1,Highly Urban; Urban
324561319,06-Dec-43,55,$0,No,$0,z_No,z_F,PhD,Home Maker,36,Private,$2950,z_SUV,no,$0,0,0,$0,12,0,Highly Urban; Urban
2688131,20-Apr-36,63,$51046,No,$192050,Yes,z_F,PhD,Doctor,18,Private,$7800,Sports Car,no,$14357,3,5,$0,1,0,Highly Urban; Urban
852560906,03-Aug-57,42,$16716,No,$117163,z_No,z_F,z_High School,Clerical,5,Private,$21580,Pickup,no,$0,0,1,$0,6,0,z_Highly Rural; Rural
892208350,12-Apr-52,47,,No,$177502,Yes,M,z_High School,Clerical,8,Private,$9640,Pickup,no,$0,0,1,$0,8,0,Highly Urban; Urban
37461363,22-Feb-55,44,$46781,No,$0,z_No,z_F,Bachelors,Professional,29,Private,$17960,z_SUV,no,$6545,1,5,$3411,15,1,Highly Urban; Urban
699382604,25-Apr-45,54,$0,No,$0,Yes,z_F,Bachelors,Student,37,Private,$10600,Sports Car,no,$5493,3,1,$4209,8,1,Highly Urban; Urban
444126807,14-Aug-63,36,$0,Yes,$0,z_No,z_F,z_High School,Student,5,Commercial,$9540,z_SUV,no,$9925,2,7,$0,,0,Highly Urban; Urban
600514127,24-Oct-65,34,$57244,Yes,$0,z_No,z_F,Bachelors,Clerical,45,Private,$36000,Pickup,no,$0,0,0,$0,6,0,Highly Urban; Urban
258127808,02-Mar-59,40,$48187,No,$136205,Yes,M,z_High School,Manager,5,Private,$16930,Minivan,yes,$30944,2,3,$0,7,0,Highly Urban; Urban
37848520,21-Dec-48,50,$28299,No,$183581,Yes,z_F,Bachelors,Home Maker,40,Private,$9330,z_SUV,no,$0,0,2,$0,11,0,Highly Urban; Urban
510253097,27-Nov-50,48,$90623,No,$0,z_No,z_F,Masters,Professional,46,Private,$27700,Sports Car,no,$0,0,1,$0,12,0,Highly Urban; Urban
179155506,08-Sep-49,50,$81150,No,$252133,z_No,M,Masters,Professional,41,Commercial,$33500,Panel Truck,no,$0,0,2,$0,20,0,Highly Urban; Urban
258417857,11-Sep-61,38,,No,$125191,Yes,M,<High School,z_Blue Collar,25,Private,$9970,Pickup,yes,$0,0,0,$0,1,0,z_Highly Rural; Rural
286174821,26-Feb-70,29,$101767,No,$284160,Yes,z_F,z_High School,z_Blue Collar,48,Commercial,$14580,z_SUV,no,$25433,3,1,$6027,9,1,Highly Urban; Urban
261036496,26-Feb-59,40,$23057,No,$126080,Yes,z_F,z_High School,Clerical,51,Private,$27660,Pickup,no,$0,0,0,$0,1,0,z_Highly Rural; Rural
247312615,17-Feb-56,43,$28021,Yes,$0,z_No,M,z_High School,Clerical,31,Private,$16010,Minivan,no,$0,0,1,$0,9,0,z_Highly Rural; Rural
147693243,15-Jun-46,53,$332339,No,$738153,Yes,M,PhD,,34,Commercial,$34730,Panel Truck,no,$3019,2,1,$0,17,0,Highly Urban; Urban
991847939,24-May-50,49,$23711,No,$0,z_No,z_F,z_High School,Clerical,25,Private,$8770,Sports Car,no,$0,0,0,$0,1,0,z_Highly Rural; Rural
218657620,08-May-60,39,$49194,No,$126703,Yes,M,z_High School,Manager,34,Commercial,$24060,Panel Truck,yes,$0,0,0,$0,7,0,Highly Urban; Urban
869972677,15-Feb-47,52,$81555,No,$258898,z_No,M,Masters,Manager,32,Private,$13900,Minivan,yes,$0,0,0,$0,16,0,Highly Urban; Urban
410548344,05-Jan-41,58,$61265,No,$208445,Yes,z_F,Masters,Lawyer,49,Private,$3230,z_SUV,no,$0,0,2,$3295,9,1,Highly Urban; Urban
783473090,06-Jan-62,37,$9664,No,$147749,Yes,M,Masters,Professional,30,Commercial,$28700,Panel Truck,no,$5476,1,2,$0,1,0,Highly Urban; Urban
667069495,13-Jun-58,41,,No,$177209,Yes,z_F,z_High School,Professional,38,Private,$19580,Minivan,no,$0,0,3,$4933,6,1,Highly Urban; Urban
276502461,03-Dec-58,40,$84506,No,$251400,Yes,z_F,Masters,Lawyer,32,Private,$19100,Minivan,no,$0,0,5,$0,15,0,Highly Urban; Urban
273701160,28-Apr-66,33,$28395,No,$137268,Yes,M,z_High School,Clerical,65,Commercial,$23450,Panel Truck,yes,$20060,1,2,$3668,1,1,Highly Urban; Urban
621600082,12-Jan-58,41,$0,Yes,$83306,z_No,M,<High School,Home Maker,50,Private,$10570,Pickup,no,$0,0,0,$0,1,0,z_Highly Rural; Rural
95403784,03-Dec-59,39,$51091,No,$185506,Yes,M,Masters,Lawyer,37,Private,$15450,Minivan,no,$0,0,0,$0,17,0,Highly Urban; Urban
634813826,26-Sep-54,45,$22860,No,$0,z_No,M,<High School,z_Blue Collar,32,Commercial,$11800,Pickup,no,$3118,2,1,$4895,1,1,z_Highly Rural; Rural
736718418,15-Aug-50,49,$82130,No,$212655,Yes,z_F,Bachelors,Professional,40,Private,$13050,z_SUV,no,$0,0,0,$0,7,0,Highly Urban; Urban
956079350,03-Jan-63,36,$21926,No,$106069,Yes,M,Bachelors,Clerical,44,Commercial,$7290,Pickup,no,$7166,2,6,$0,1,0,Highly Urban; Urban
441486228,23-Aug-51,48,$19393,No,$0,z_No,z_F,Bachelors,z_Blue Collar,39,Private,$8240,z_SUV,no,$0,0,1,$0,8,0,z_Highly Rural; Rural
867941007,29-Dec-59,39,$69464,No,$199330,Yes,M,Masters,Manager,18,Commercial,$5400,Pickup,yes,$7940,3,4,$1029,15,1,Highly Urban; Urban
532877284,03-Jul-64,35,$95536,No,$0,z_No,M,Masters,Professional,33,Commercial,$25840,Panel Truck,yes,$0,0,2,$0,11,0,Highly Urban; Urban
391209907,26-Nov-61,37,$24672,Yes,$0,z_No,z_F,z_High School,Clerical,68,Private,$11250,z_SUV,no,$565,3,1,$0,10,0,z_Highly Rural; Rural
230336088,14-Aug-59,40,$66788,No,$233946,Yes,M,Masters,,62,Commercial,$8180,Pickup,no,$0,0,1,$0,12,0,Highly Urban; Urban
993821847,11-Sep-56,43,$94641,No,$299424,Yes,z_F,Masters,Lawyer,52,Private,$21400,z_SUV,no,$11095,1,0,$0,19,0,Highly Urban; Urban
688658173,28-Dec-56,42,$20586,No,$142997,Yes,z_F,<High School,Clerical,47,Private,$7760,z_SUV,no,$0,0,0,$5142,1,1,z_Highly Rural; Rural
523569735,13-Jul-45,54,,No,$0,z_No,z_F,z_High School,Clerical,90,Private,$4070,z_SUV,no,$0,0,0,$0,6,0,Highly Urban; Urban
346696036,12-Apr-52,47,$64759,No,$0,z_No,z_F,Masters,Manager,5,Private,$15970,z_SUV,no,$0,0,2,$0,13,0,Highly Urban; Urban
733443011,06-Nov-50,49,$99100,No,$251945,Yes,z_F,Masters,Lawyer,26,Private,$26650,Minivan,no,$0,0,0,$0,15,0,z_Highly Rural; Rural
481754281,22-Jul-59,40,$0,No,$55761,z_No,z_F,Masters,Home Maker,21,Private,$17840,z_SUV,no,$0,0,3,$0,18,0,Highly Urban; Urban
483773140,01-Jul-46,53,$0,No,$93901,z_No,z_F,PhD,Home Maker,55,Private,$14340,z_SUV,no,$0,0,0,$0,10,0,z_Highly Rural; Rural
921318752,29-Sep-54,45,$40368,No,$171248,Yes,z_F,Bachelors,Professional,37,Private,$10040,Sports Car,no,$0,0,1,$0,8,0,z_Highly Rural; Rural
570576453,25-Jan-57,42,$102313,No,$351394,Yes,M,Masters,Lawyer,51,Private,$15930,Minivan,no,$0,0,0,$0,17,0,Highly Urban; Urban
1780186,07-Nov-55,44,$53660,No,$232498,Yes,z_F,Bachelors,Professional,5,Commercial,$34260,Van,no,$3783,4,4,$648,,1,Highly Urban; Urban
745638636,06-Mar-51,48,$37886,No,$168597,Yes,M,<High School,Clerical,37,Private,$28200,Minivan,no,$1686,2,0,$0,1,0,Highly Urban; Urban
750125593,03-Sep-47,52,$77113,No,$0,z_No,M,z_High School,Manager,34,Commercial,$25370,Panel Truck,no,$3176,1,1,$0,5,0,Highly Urban; Urban
793707317,26-Aug-50,49,$33303,No,$0,Yes,z_F,z_High School,Student,33,Commercial,$21100,Minivan,no,$0,0,3,$0,7,0,Highly Urban; Urban
73039579,04-Jun-78,21,$0,No,,Yes,z_F,z_High School,Student,24,Commercial,$15650,z_SUV,yes,$6485,3,0,$0,,0,z_Highly Rural; Rural
463293999,06-Feb-48,51,$48263,No,$200023,Yes,z_F,z_High School,Professional,39,Private,$24450,Minivan,no,$0,0,0,$0,10,0,Highly Urban; Urban
65406682,12-Nov-48,51,$12524,No,$131010,Yes,M,<High School,Clerical,30,Private,$2750,Minivan,yes,$0,0,1,$0,1,0,Highly Urban; Urban
178223169,21-Feb-53,46,$74607,No,$275748,Yes,z_F,Bachelors,z_Blue Collar,37,Commercial,$13930,z_SUV,no,$0,0,0,$0,7,0,Highly Urban; Urban
279475690,13-Jul-55,44,$35574,No,$0,z_No,M,Masters,,65,Commercial,$6980,Pickup,yes,$0,0,0,$0,15,0,Highly Urban; Urban
137542212,20-Sep-56,43,$85358,No,$255939,Yes,M,z_High School,Professional,20,Private,$25160,Minivan,yes,$0,0,0,$0,1,0,Highly Urban; Urban
740698592,06-Dec-57,41,$35203,No,$0,z_No,M,<High School,Clerical,34,Private,$13140,Minivan,yes,$2988,2,0,$0,5,0,Highly Urban; Urban
896613125,16-Apr-60,39,$28830,No,$0,z_No,M,<High School,Clerical,50,Commercial,$18930,Van,yes,$0,0,5,$4754,1,1,Highly Urban; Urban
466811413,06-Feb-54,45,$75527,Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,31,Private,$11240,z_SUV,no,$2611,2,1,$0,5,0,Highly Urban; Urban
356622491,09-Apr-38,61,$46161,No,$197331,Yes,M,Bachelors,z_Blue Collar,24,Private,$12220,Sports Car,yes,$25313,3,3,$24720,,1,Highly Urban; Urban
918785477,02-May-44,55,$60745,No,$233583,Yes,M,Bachelors,Manager,15,Private,$15320,Minivan,yes,$0,0,0,$0,14,0,Highly Urban; Urban
738402282,16-May-76,23,$11666,No,$109363,Yes,z_F,<High School,Clerical,26,Private,$5080,Sports Car,no,$0,0,4,$540,1,1,Highly Urban; Urban
367011503,24-Apr-51,48,$15506,No,$113491,Yes,M,Masters,Manager,21,Private,$15590,Minivan,yes,$0,0,2,$0,18,0,Highly Urban; Urban
238162256,07-Nov-51,48,$38329,No,$0,z_No,z_F,Masters,Lawyer,18,Private,$22400,Minivan,no,$0,0,3,$0,12,0,Highly Urban; Urban
474958398,22-Oct-49,50,$62626,No,$0,z_No,z_F,z_High School,z_Blue Collar,36,Commercial,$13790,z_SUV,no,$0,0,1,$0,10,0,Highly Urban; Urban
378873543,11-Feb-36,63,$52613,No,$209832,Yes,z_F,Bachelors,Manager,46,Private,$13060,Sports Car,no,$7649,1,0,$0,7,0,Highly Urban; Urban
963973563,16-Oct-59,40,$93249,No,$293000,z_No,z_F,Masters,Lawyer,35,Private,$27270,Minivan,no,$0,0,0,$0,14,0,Highly Urban; Urban
905198638,20-Apr-54,45,$49116,No,$213351,z_No,z_F,z_High School,Clerical,41,Private,$18510,z_SUV,no,$0,0,0,$0,1,0,Highly Urban; Urban
59026158,20-Sep-46,53,$107636,No,,Yes,M,Bachelors,Professional,16,Private,$26870,Minivan,no,$0,0,0,$0,1,0,Highly Urban; Urban
930962228,14-Feb-59,40,$17107,No,$154357,z_No,z_F,z_High School,Home Maker,7,Private,$22940,Pickup,no,$7247,2,4,$0,6,0,Highly Urban; Urban
595463329,31-Jan-47,52,$140534,No,$387349,z_No,M,Masters,Professional,66,Commercial,$21620,Van,yes,$0,0,0,$54928,7,1,Highly Urban; Urban
275063923,22-Mar-52,47,$39837,No,$147765,Yes,M,<High School,Clerical,59,Private,$10940,Pickup,yes,$0,0,0,$0,1,0,Highly Urban; Urban
865839595,29-Nov-51,47,$61407,No,$0,z_No,z_F,Bachelors,Clerical,16,Private,$10830,z_SUV,no,$0,0,2,$0,5,0,Highly Urban; Urban
238170161,08-Jan-68,31,$48317,No,$133939,Yes,z_F,z_High School,Clerical,15,Private,$1500,Sports Car,no,$26686,1,1,$4123,1,1,Highly Urban; Urban
676767970,07-Jun-32,67,,No,$392118,Yes,M,PhD,Doctor,56,Private,$24940,Minivan,yes,$6088,1,3,$0,1,0,Highly Urban; Urban
405245524,16-Feb-51,48,$198719,No,$506607,Yes,z_F,PhD,Manager,30,Commercial,$39720,Panel Truck,no,$0,0,1,$0,13,0,Highly Urban; Urban
562352717,06-Mar-59,40,$0,No,$0,z_No,z_F,<High School,Home Maker,56,Private,$5260,Sports Car,no,$0,0,0,$4809,1,1,Highly Urban; Urban
285403579,29-Aug-44,55,$62781,No,$242381,Yes,z_F,Bachelors,Professional,16,Private,$17140,Minivan,no,$0,0,2,$0,15,0,Highly Urban; Urban
825919843,25-Sep-62,37,$30058,No,$0,z_No,z_F,Bachelors,Home Maker,31,Private,$18980,z_SUV,no,$7890,1,2,$0,6,0,Highly Urban; Urban
660450297,16-Feb-41,58,$71101,No,$266848,Yes,M,<High School,z_Blue Collar,40,Private,$14160,Minivan,yes,$43052,2,6,$4610,5,1,z_Highly Rural; Rural
731954192,23-Oct-69,30,,Yes,$0,z_No,M,Masters,,52,Commercial,$19340,Van,yes,$32990,2,0,$3463,17,1,Highly Urban; Urban
741602674,03-Mar-45,54,$46624,No,$212273,z_No,M,Masters,Lawyer,40,Private,$18990,Van,no,$0,0,0,$3850,13,1,Highly Urban; Urban
196914532,23-May-51,48,$133282,No,$0,z_No,M,PhD,,31,Commercial,$7540,Pickup,yes,$0,0,2,$0,19,0,Highly Urban; Urban
287427656,12-Apr-65,34,$0,Yes,$0,z_No,M,<High School,Student,38,Private,$9220,Pickup,yes,$7575,2,3,$0,5,0,Highly Urban; Urban
505765844,03-Mar-68,31,$24323,No,$0,Yes,z_F,<High School,Student,9,Private,$16830,Pickup,no,$3846,1,5,$0,1,0,Highly Urban; Urban
471663062,30-Sep-53,46,$82398,No,$235439,Yes,M,Bachelors,Manager,19,Private,$15890,Minivan,no,$0,0,3,$0,15,0,Highly Urban; Urban
429672274,08-Jul-62,37,$95502,No,$0,z_No,z_F,Bachelors,Professional,37,Private,$37180,Sports Car,no,$1681,1,0,$1166,11,1,Highly Urban; Urban
406648980,31-Mar-62,37,$45426,No,$146780,Yes,z_F,<High School,z_Blue Collar,19,Private,$9740,z_SUV,no,$5030,3,4,$0,1,0,Highly Urban; Urban
793707317,26-Aug-50,49,$33303,No,$0,Yes,z_F,z_High School,Student,33,Commercial,$19940,z_SUV,no,$5393,2,0,$0,7,0,Highly Urban; Urban
246306250,22-Jan-70,29,$54310,Yes,$174139,z_No,M,<High School,Clerical,39,Private,$1500,Minivan,no,$5419,1,5,$5520,6,1,Highly Urban; Urban
79703186,29-Nov-47,51,$81246,No,$231151,Yes,z_F,Bachelors,Manager,38,Private,$11160,Sports Car,no,$0,0,0,$7463,,1,Highly Urban; Urban
577436216,25-Aug-56,43,$57821,No,$218089,Yes,M,Bachelors,Professional,33,Private,$11580,Pickup,yes,$0,0,1,$0,9,0,Highly Urban; Urban
889349299,11-May-60,39,,No,$0,Yes,z_F,Bachelors,Student,7,Commercial,$6930,z_SUV,no,$0,0,0,$0,10,0,z_Highly Rural; Rural
19445884,29-Nov-44,54,$63027,No,$0,z_No,M,Masters,Lawyer,52,Private,$7650,Pickup,yes,$6927,2,0,$3897,15,1,Highly Urban; Urban
55084702,21-Nov-83,,$0,Yes,$0,z_No,M,Bachelors,Student,5,Commercial,$1500,Minivan,yes,$0,0,7,$3092,8,1,Highly Urban; Urban
844109080,21-Aug-62,37,$4319,No,$0,Yes,M,z_High School,Student,36,Private,$9960,Minivan,no,$0,0,3,$4155,1,1,Highly Urban; Urban
577235524,31-Jan-52,47,$31096,No,$173254,Yes,M,<High School,Clerical,31,Private,$27760,Minivan,no,$0,0,1,$0,4,0,Highly Urban; Urban
848731984,14-Jun-60,39,$152271,No,$0,z_No,M,PhD,Manager,30,Commercial,$16730,Van,yes,$0,0,1,$0,18,0,Highly Urban; Urban
95461310,11-May-60,39,$24628,No,$195489,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,$18810,z_SUV,no,$2415,1,3,$6653,10,1,Highly Urban; Urban
783679137,04-Sep-46,53,$116419,No,$356989,z_No,M,PhD,,5,Commercial,$27300,Panel Truck,no,$1404,2,4,$0,12,0,Highly Urban; Urban
322211418,31-Aug-70,29,$45114,No,$121949,Yes,M,z_High School,Clerical,41,Private,$8780,Pickup,no,$0,0,0,$0,1,0,Highly Urban; Urban
106831659,23-Jan-60,39,$22348,No,$0,z_No,z_F,z_High School,Clerical,26,Private,$13150,z_SUV,no,$5484,1,0,$4209,1,1,Highly Urban; Urban
468773932,24-Feb-55,44,$83682,No,$278852,Yes,z_F,Masters,,24,Commercial,$15310,Pickup,no,$3655,1,0,$0,13,0,Highly Urban; Urban
437006760,29-Sep-49,50,$64934,No,$235719,Yes,M,Bachelors,Manager,28,Commercial,$27460,Panel Truck,yes,$1678,2,3,$0,6,0,Highly Urban; Urban
652428209,31-Jan-63,36,$67036,No,$240155,Yes,M,Masters,Professional,40,Commercial,$23050,Panel Truck,no,$3777,3,1,$0,19,0,Highly Urban; Urban
303611470,01-Nov-54,45,$73867,No,$231278,Yes,z_F,Bachelors,Clerical,14,Private,$14060,z_SUV,no,$1300,2,6,$0,10,0,Highly Urban; Urban
435399053,13-Aug-41,58,$6657,No,$0,Yes,M,<High School,Student,23,Commercial,$4790,Pickup,no,$37285,3,4,$3626,7,1,Highly Urban; Urban
205348223,27-Jun-64,35,$72167,Yes,$0,z_No,M,PhD,Doctor,31,Private,$19700,Van,yes,$7276,2,7,$3332,13,1,Highly Urban; Urban
918305228,12-Jul-53,46,$130464,No,$362541,z_No,z_F,z_High School,Professional,37,Private,$24180,z_SUV,no,$11728,2,4,$0,1,0,Highly Urban; Urban
59026158,20-Sep-45,54,$144348,No,$367562,Yes,M,Masters,,16,Commercial,$27810,Panel Truck,no,$0,0,1,$0,14,0,Highly Urban; Urban
598404152,17-Dec-46,52,$605,No,$0,z_No,z_F,z_High School,Home Maker,45,Private,$19420,Minivan,no,$0,0,0,$0,5,0,z_Highly Rural; Rural
514109893,08-May-73,26,$73655,Yes,$0,z_No,z_F,Bachelors,Professional,44,Commercial,$9150,z_SUV,no,$7303,2,5,$3760,7,1,Highly Urban; Urban
325267397,19-Dec-69,29,$36324,Yes,$0,z_No,M,z_High School,z_Blue Collar,30,Commercial,$8030,Pickup,yes,$0,0,0,$0,9,0,z_Highly Rural; Rural
881931140,03-Feb-52,47,$14632,No,$0,Yes,z_F,Bachelors,Student,42,Commercial,$7590,Minivan,no,$2988,1,2,$0,14,0,Highly Urban; Urban
155491162,02-Sep-51,48,,No,$183979,Yes,M,PhD,Doctor,30,Private,$7830,Minivan,yes,$5782,3,0,$0,13,0,Highly Urban; Urban
411005113,17-Dec-59,39,$24492,No,$0,z_No,z_F,z_High School,Clerical,24,Private,$8710,z_SUV,no,$0,0,2,$0,8,0,z_Highly Rural; Rural
542875211,07-Dec-53,45,$64665,No,$255595,Yes,M,z_High School,Clerical,48,Commercial,$20970,Van,yes,$0,0,0,$0,1,0,z_Highly Rural; Rural
968418547,07-Dec-60,38,$58833,No,$193644,Yes,M,Bachelors,z_Blue Collar,41,Commercial,$20750,Minivan,yes,$8403,1,6,$2856,10,1,Highly Urban; Urban
163806448,17-Nov-54,45,,Yes,$0,z_No,z_F,Masters,Lawyer,64,Private,$19550,z_SUV,no,$0,0,5,$5458,14,1,Highly Urban; Urban
522803483,07-Oct-48,51,$35024,No,$196320,Yes,z_F,<High School,z_Blue Collar,38,Private,$5000,z_SUV,no,$0,0,0,$0,6,0,z_Highly Rural; Rural
116976170,04-Jul-63,36,$16950,Yes,$0,z_No,M,<High School,z_Blue Collar,34,Private,$12190,Pickup,no,$0,0,1,$0,4,0,z_Highly Rural; Rural
922205147,16-Aug-69,30,$10678,No,$0,z_No,M,<High School,Clerical,22,Commercial,$11700,Pickup,yes,$7228,1,8,$3242,7,1,Highly Urban; Urban
333291096,13-Jun-55,44,$57267,No,$208613,Yes,M,z_High School,Manager,23,Commercial,$11630,Pickup,no,$0,0,0,$0,1,0,Highly Urban; Urban
705372363,21-Jun-75,24,$13003,No,$104742,Yes,z_F,z_High School,Clerical,38,Private,$1500,z_SUV,no,$3230,2,4,$1397,1,1,Highly Urban; Urban
30182732,07-Jan-70,29,$15936,No,,Yes,z_F,<High School,Student,28,Private,$29510,Pickup,no,$6111,2,0,$0,1,0,Highly Urban; Urban
529201050,28-May-61,38,$145073,No,$406547,Yes,M,PhD,,15,Commercial,$19810,Van,yes,$0,0,0,$7692,12,1,Highly Urban; Urban
188465204,02-Feb-50,49,$70590,No,$219205,Yes,M,Bachelors,Manager,28,Private,$17640,Minivan,yes,$0,0,3,$0,13,0,Highly Urban; Urban
599982867,11-Jan-67,32,$21400,Yes,$0,z_No,z_F,<High School,Clerical,30,Private,$14790,Minivan,no,$6373,1,5,$4007,1,1,Highly Urban; Urban
894679103,15-Nov-59,40,$4344,No,$69014,Yes,z_F,<High School,Home Maker,38,Private,$22010,Pickup,no,$3226,2,5,$2193,,1,Highly Urban; Urban
602256369,12-Jun-70,29,$45299,No,$148600,Yes,z_F,z_High School,z_Blue Collar,11,Commercial,$21330,z_SUV,no,$0,0,0,$0,1,0,Highly Urban; Urban
926623047,23-May-49,50,$126896,No,$340102,Yes,M,PhD,Manager,34,Private,$1500,Minivan,yes,$0,0,2,$0,16,0,Highly Urban; Urban
220259253,17-Dec-76,22,$5442,No,$0,Yes,M,Bachelors,Student,46,Commercial,$3800,Minivan,yes,$30922,2,6,$1749,1,1,Highly Urban; Urban
77489717,06-Nov-61,38,$53532,Yes,$0,z_No,z_F,<High School,z_Blue Collar,53,Private,$10650,Sports Car,no,$6697,3,4,$4617,4,1,Highly Urban; Urban
14412940,29-Oct-57,42,$82608,No,$0,z_No,M,Bachelors,z_Blue Collar,41,Commercial,$20730,Van,yes,$0,0,2,$22244,1,1,Highly Urban; Urban
602299917,30-Nov-49,49,$13148,No,$159195,z_No,M,<High School,z_Blue Collar,71,Private,$12540,Minivan,yes,$0,0,5,$33591,8,1,Highly Urban; Urban
