policy_id,age,cust_age_category,income,parent1,home_value,married,gender,education,occupation,travel_time,car_usage,IDV,car_type,red_car,old_claim,claim_freq,MVR_points,claim_amount,car_age,car_age_category,claim_status,urbanicity
559736125,33,young,"$23953",Yes,"$0",z_No,z_F,"z_High School",Clerical,39,Private,"$10650",z_SUV,no,"$32044",1,2,"$8363",8,used,1,"Highly Urban; Urban"
130382635,44,mid-age,"$92898",No,"$264737",Yes,z_F,Masters,Lawyer,35,Private,"$14130","Sports Car",no,"$0",0,1,"$0",9,used,0,"Highly Urban; Urban"
533527411,45,mid-age,"$77183",No,"$262380",Yes,z_F,Masters,Lawyer,34,Private,"$17440",z_SUV,no,"$0",0,2,"$0",12,used,0,"Highly Urban; Urban"
82642102,50,mid-age,"$67782",No,"$202324",Yes,M,"<High School","z_Blue Collar",44,Commercial,"$19390",Van,no,"$0",0,4,"$0",6,used,0,"z_Highly Rural; Rural"
947436841,46,mid-age,"$23783",No,"$0",z_No,z_F,"z_High School",Clerical,40,Private,"$11010",z_SUV,no,"$0",0,0,"$0",8,used,0,"z_Highly Rural; Rural"
614598081,38,young,"$34984",No,"$165512",Yes,z_F,"<High School",Clerical,32,Private,"$22400",z_SUV,no,"$0",0,0,"$0",4,New,0,"z_Highly Rural; Rural"
949108478,38,young,"$30433",No,"$137925",Yes,z_F,"<High School","z_Blue Collar",21,Commercial,"$12560","Sports Car",no,"$0",0,0,"$0",1,New,0,"Highly Urban; Urban"
803846001,31,young,"$56782",No,"$192337",Yes,M,Bachelors,Professional,29,Private,"$10280",Pickup,yes,"$2548",2,2,"$0",1,New,0,"Highly Urban; Urban"
283531307,33,young,"$0",No,"$64786",Yes,M,"z_High School",Student,16,Commercial,"$4800",Pickup,no,"$0",0,5,"$4979",1,New,1,"Highly Urban; Urban"
852113609,54,mid-age,"$136962",No,,z_No,M,Masters,,30,Commercial,"$28300","Panel Truck",yes,"$6003",2,0,"$0",12,used,0,"Highly Urban; Urban"
199337468,48,mid-age,"$7",No,"$0",z_No,z_F,"z_High School",Student,21,Private,"$6550","Sports Car",no,"$0",0,0,"$0",7,used,0,"z_Highly Rural; Rural"
740786666,52,mid-age,"$106218",No,"$323804",Yes,z_F,Masters,Lawyer,47,Private,"$12120",z_SUV,no,"$0",0,0,"$0",12,used,0,"Highly Urban; Urban"
772794453,38,young,"$39005",Yes,"$0",z_No,M,"<High School","z_Blue Collar",45,Commercial,"$9200",Pickup,yes,"$3255",1,10,"$50818",1,New,1,"Highly Urban; Urban"
269541759,48,mid-age,"$58716",No,"$0",z_No,M,Bachelors,"z_Blue Collar",64,Commercial,"$12170",Minivan,yes,"$0",0,0,"$0",11,used,0,"z_Highly Rural; Rural"
967774042,31,young,"$16715",Yes,"$85406",z_No,M,"z_High School",Clerical,32,Commercial,"$6190",Pickup,no,"$5900",1,7,"$2877",1,New,1,"z_Highly Rural; Rural"
157651391,49,mid-age,"$106161",No,"$282961",Yes,z_F,Bachelors,"z_Blue Collar",31,Commercial,"$18020",z_SUV,no,"$0",0,0,"$5704",16,old,1,"Highly Urban; Urban"
456720318,38,young,"$25570",Yes,"$0",z_No,z_F,"z_High School",Clerical,49,Private,"$13200",z_SUV,no,"$0",0,6,"$5853",1,New,1,"Highly Urban; Urban"
726839340,57,mid-age,"$77631",No,"$0",z_No,z_F,"z_High School",Manager,44,Private,"$26180",Pickup,no,"$3090",2,0,"$6035",1,New,1,"Highly Urban; Urban"
888957957,40,young,"$86091",No,"$0",z_No,M,"z_High School","z_Blue Collar",30,Commercial,"$14110",Minivan,no,"$0",0,3,"$0",1,New,0,"Highly Urban; Urban"
473040009,40,young,"$67700",No,"$0",z_No,z_F,"z_High School","z_Blue Collar",16,Commercial,"$12270",z_SUV,no,"$5722",2,6,"$6156",1,New,1,"Highly Urban; Urban"
617090784,50,mid-age,"$112658",No,"$301389",Yes,M,Masters,,26,Commercial,"$27160","Panel Truck",yes,"$0",0,2,"$0",17,old,0,"Highly Urban; Urban"
420707558,43,mid-age,,No,"$0",z_No,z_F,"<High School",Clerical,50,Private,"$17640",z_SUV,no,"$0",0,3,"$0",1,New,0,"z_Highly Rural; Rural"
339176328,48,mid-age,"$36225",No,"$153355",z_No,M,Masters,Manager,23,Private,"$9920",Minivan,no,"$0",0,3,"$0",12,used,0,"Highly Urban; Urban"
410191686,54,mid-age,"$170110",No,"$438186",z_No,M,PhD,,42,Commercial,"$25040","Panel Truck",yes,"$0",0,3,"$0",22,vintage,0,"Highly Urban; Urban"
654878657,45,mid-age,"$54667",No,"$204364",Yes,z_F,Masters,Lawyer,14,Private,"$13570",z_SUV,no,"$0",0,3,"$0",13,old,0,"z_Highly Rural; Rural"
842349966,33,young,"$112762",No,"$274953",Yes,z_F,"z_High School",Clerical,29,Private,"$33490","Sports Car",no,"$7239",1,1,"$0",8,used,0,"Highly Urban; Urban"
460491785,40,young,"$16641",No,"$0",Yes,M,Bachelors,Student,32,Commercial,"$22930","Panel Truck",yes,"$0",0,0,"$4782",10,used,1,"Highly Urban; Urban"
551370243,65,old-age,"$85894",No,"$302832",Yes,M,Masters,Manager,37,Private,"$23990",Minivan,yes,"$0",0,2,"$0",19,old,0,"Highly Urban; Urban"
922637030,54,mid-age,"$97382",No,"$308418",Yes,z_F,Bachelors,"z_Blue Collar",48,Commercial,"$23510","Sports Car",no,"$0",0,0,"$0",15,old,0,"z_Highly Rural; Rural"
473135731,53,mid-age,"$45432",No,"$182320",Yes,M,Bachelors,Clerical,39,Private,"$8020",Pickup,yes,"$0",0,0,"$0",16,old,0,"Highly Urban; Urban"
251338459,47,mid-age,"$42303",No,"$199772",Yes,M,"z_High School","z_Blue Collar",29,Commercial,"$10430",Minivan,yes,"$0",0,0,"$0",1,New,0,"Highly Urban; Urban"
590103321,43,mid-age,"$66613",No,"$197000",Yes,M,Masters,,40,Commercial,"$5800",Pickup,yes,"$6646",2,5,"$864",16,old,1,"Highly Urban; Urban"
483052498,38,young,"$48021",Yes,"$170963",z_No,z_F,"z_High School",Clerical,13,Private,"$17090",z_SUV,no,"$0",0,2,"$0",1,New,0,"Highly Urban; Urban"
172047840,38,young,"$27370",No,"$111642",Yes,M,"z_High School",Clerical,14,Private,"$22880",Minivan,yes,"$0",0,0,"$3075",9,used,1,"Highly Urban; Urban"
471968658,57,mid-age,"$126348",No,"$368289",Yes,M,Masters,,36,Commercial,"$29650","Panel Truck",no,"$6142",1,2,"$0",17,old,0,"Highly Urban; Urban"
237419513,46,mid-age,"$36026",No,"$190921",Yes,z_F,Bachelors,Professional,26,Private,"$9700",z_SUV,no,"$0",0,1,"$0",13,old,0,"Highly Urban; Urban"
457780259,33,young,"$0",Yes,"$0",z_No,z_F,"<High School","Home Maker",19,Private,"$15990",Minivan,no,"$0",0,2,"$22285",6,used,1,"Highly Urban; Urban"
173400710,50,mid-age,"$52442",No,"$210062",z_No,M,Bachelors,Professional,55,Private,"$19900",Minivan,yes,"$0",0,1,"$0",16,old,0,"Highly Urban; Urban"
768784217,51,mid-age,"$40481",No,"$0",z_No,z_F,"z_High School",Clerical,24,Private,"$6600",z_SUV,no,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
594167500,22,young,"$0",Yes,"$53636",z_No,z_F,"z_High School","Home Maker",54,Private,"$1500",z_SUV,yes,"$0",0,0,"$2729",1,New,1,"Highly Urban; Urban"
570595259,39,young,"$26840",Yes,"$143884",z_No,M,Masters,,26,Commercial,"$10360",Pickup,no,"$0",0,0,"$0",9,used,0,"Highly Urban; Urban"
937224895,45,mid-age,"$9159",No,"$0",Yes,M,"z_High School",Student,49,Commercial,"$6920",Minivan,yes,"$0",0,0,"$0",6,used,0,"z_Highly Rural; Rural"
460845643,49,mid-age,"$26301",No,"$0",Yes,z_F,Bachelors,Student,32,Commercial,"$19780",z_SUV,no,"$1645",1,3,"$0",12,used,0,"Highly Urban; Urban"
951434862,48,mid-age,"$66784",No,"$234860",Yes,z_F,Masters,Lawyer,15,Private,"$14150","Sports Car",no,"$0",0,0,"$0",20,old,0,"Highly Urban; Urban"
632868620,36,young,"$61462",No,"$203940",Yes,z_F,Bachelors,"z_Blue Collar",23,Commercial,"$21100",z_SUV,no,"$0",0,0,"$0",17,old,0,"Highly Urban; Urban"
318824902,49,mid-age,"$46507",No,"$153166",Yes,z_F,"z_High School",Professional,32,Private,"$5590",z_SUV,no,"$14074",3,0,"$0",7,used,0,"Highly Urban; Urban"
228390035,48,mid-age,"$43636",No,"$0",z_No,z_F,Bachelors,Student,34,Private,"$8910",z_SUV,no,"$957",3,5,"$0",14,old,0,"Highly Urban; Urban"
169167240,33,young,"$19894",No,"$156233",Yes,z_F,"z_High School","z_Blue Collar",52,Commercial,"$6790","Sports Car",no,"$16816",1,0,"$1254",7,used,1,"Highly Urban; Urban"
100896763,38,young,"$23864",No,"$0",z_No,M,"<High School",Clerical,43,Private,"$15240",Minivan,no,"$0",0,2,"$0",1,New,0,"z_Highly Rural; Rural"
562330462,51,mid-age,"$128221",No,"$303037",z_No,M,Masters,Lawyer,71,Private,"$19610",Van,yes,"$0",0,0,"$0",8,used,0,"Highly Urban; Urban"
261885300,48,mid-age,"$83477",No,"$275854",Yes,M,Masters,Lawyer,53,Private,"$12050",Pickup,yes,"$0",0,0,"$0",17,old,0,"Highly Urban; Urban"
18096053,41,mid-age,"$40466",No,"$0",z_No,z_F,"z_High School",Clerical,21,Private,"$5600",Minivan,no,"$0",0,1,"$0",1,New,0,"Highly Urban; Urban"
648664425,43,mid-age,"$77030",Yes,"$233339",z_No,M,PhD,,5,Commercial,"$22230",Van,yes,"$10064",2,0,"$6726",21,vintage,1,"Highly Urban; Urban"
467926237,52,mid-age,"$57912",No,"$236693",Yes,z_F,Masters,Lawyer,78,Private,"$14350",z_SUV,no,"$0",0,0,"$32059",16,old,1,"Highly Urban; Urban"
2312564,46,mid-age,"$104206",No,"$0",z_No,z_F,Masters,Lawyer,27,Private,"$20760",z_SUV,no,"$0",0,4,"$0",22,vintage,0,"Highly Urban; Urban"
241963590,53,mid-age,"$25698",No,"$213856",Yes,z_F,"<High School",Clerical,25,Private,"$9370",z_SUV,no,"$37412",1,0,"$2382",1,New,1,"Highly Urban; Urban"
197539832,31,young,"$42492",No,"$163297",Yes,M,"z_High School",Clerical,14,Private,"$8850",Pickup,yes,"$1109",3,5,"$4431",8,used,1,"Highly Urban; Urban"
837810448,46,mid-age,"$35231",No,"$160852",Yes,z_F,"z_High School",Professional,34,Private,"$5020",z_SUV,no,"$0",0,1,"$0",9,used,0,"z_Highly Rural; Rural"
27330951,41,mid-age,"$53358",Yes,"$194664",z_No,M,"z_High School","z_Blue Collar",30,Commercial,"$15930",Minivan,no,"$0",0,0,"$0",6,used,0,"Highly Urban; Urban"
22905935,53,mid-age,"$74295",No,"$267509",Yes,M,Bachelors,Manager,50,Private,"$10330",Pickup,yes,"$6550",4,2,"$0",9,used,0,"Highly Urban; Urban"
67013861,54,mid-age,"$101450",No,"$0",z_No,z_F,Masters,Lawyer,25,Private,"$17050",z_SUV,no,"$6941",2,0,"$0",13,old,0,"Highly Urban; Urban"
813480713,36,young,"$64755",No,"$244414",Yes,M,"<High School","z_Blue Collar",57,Commercial,"$23420","Panel Truck",no,"$3174",2,4,"$3636",1,New,1,"Highly Urban; Urban"
734389179,47,mid-age,"$59963",No,"$195091",Yes,M,PhD,,18,Commercial,"$24400","Panel Truck",yes,"$23116",3,0,"$0",9,used,0,"Highly Urban; Urban"
69839542,39,young,"$92139",No,"$289351",Yes,M,Bachelors,Manager,11,Commercial,"$20300",Van,yes,"$0",0,0,"$0",14,old,0,"Highly Urban; Urban"
64222599,31,young,"$14195",No,"$122416",z_No,M,"<High School",Clerical,34,Private,"$5480",Minivan,yes,"$6350",1,5,"$5963",1,New,1,"Highly Urban; Urban"
632275180,50,mid-age,"$41696",No,"$210765",z_No,z_F,Bachelors,"Home Maker",23,Private,"$24920",z_SUV,no,"$6902",1,6,"$41077",11,used,1,"Highly Urban; Urban"
58307018,31,young,"$0",No,"$0",Yes,M,"<High School",Student,29,Private,"$21390",Van,yes,"$0",0,0,"$4552",1,New,1,"Highly Urban; Urban"
894537452,53,mid-age,"$41557",No,"$182863",Yes,z_F,"z_High School",Clerical,7,Private,"$24970",Minivan,no,"$0",0,0,"$0",6,used,0,"Highly Urban; Urban"
36109311,59,mid-age,"$85596",No,"$276908",Yes,z_F,PhD,Doctor,53,Private,"$15960",z_SUV,no,"$0",0,0,"$2545",14,old,1,"Highly Urban; Urban"
509297818,41,mid-age,"$37196",No,,z_No,M,Bachelors,Clerical,34,Private,"$14420",Minivan,yes,"$7869",4,3,"$0",11,used,0,"Highly Urban; Urban"
686482764,55,mid-age,"$39833",No,"$156508",Yes,z_F,"z_High School","z_Blue Collar",32,Private,"$5480","Sports Car",no,"$8806",1,3,"$3111",1,New,1,"Highly Urban; Urban"
10677450,47,mid-age,"$87887",No,"$0",z_No,z_F,Bachelors,Professional,23,Private,"$6200","Sports Car",no,"$6841",1,0,"$0",14,old,0,"Highly Urban; Urban"
636340714,45,mid-age,"$177365",No,,Yes,z_F,Masters,Lawyer,20,Private,"$49940","Sports Car",no,"$0",0,3,"$0",14,old,0,"Highly Urban; Urban"
696313030,44,mid-age,"$18189",No,"$128578",Yes,M,"z_High School",Clerical,12,Commercial,"$17350",Van,no,"$0",0,0,"$0",8,used,0,"Highly Urban; Urban"
989327679,51,mid-age,"$15732",No,"$104143",Yes,z_F,Bachelors,"Home Maker",45,Private,"$1500",z_SUV,no,"$5379",3,7,"$4298",12,used,1,"Highly Urban; Urban"
511881932,50,mid-age,"$40685",No,"$220806",Yes,z_F,"z_High School",Clerical,65,Private,"$15360",z_SUV,no,"$0",0,2,"$4623",5,New,1,"Highly Urban; Urban"
306976325,48,mid-age,"$38939",No,"$155006",z_No,M,Bachelors,Professional,28,Commercial,"$31970","Panel Truck",no,"$0",0,1,"$0",11,used,0,"z_Highly Rural; Rural"
476896351,28,young,"$4843",Yes,"$0",z_No,M,"<High School",Student,21,Private,"$1980",Minivan,yes,"$3018",3,5,"$0",1,New,0,"Highly Urban; Urban"
656190149,55,mid-age,"$63376",No,"$225111",Yes,z_F,Bachelors,"z_Blue Collar",25,Commercial,"$25450",Minivan,no,"$0",0,0,"$0",14,old,0,"z_Highly Rural; Rural"
867204089,43,mid-age,"$61852",No,"$176219",Yes,z_F,"z_High School","z_Blue Collar",30,Commercial,"$1500","Sports Car",no,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
260824501,43,mid-age,"$35293",No,"$0",z_No,z_F,"<High School",Clerical,28,Private,"$9330",z_SUV,no,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
428282729,37,young,"$31212",No,"$155824",Yes,M,"z_High School",Clerical,36,Private,"$10100",Pickup,yes,"$11626",2,0,"$2222",1,New,1,"Highly Urban; Urban"
392391126,44,mid-age,,No,"$112912",Yes,z_F,"z_High School","Home Maker",34,Private,"$8700",Minivan,no,"$5944",2,0,"$0",1,New,0,"Highly Urban; Urban"
277471268,53,mid-age,"$29080",No,"$143650",Yes,M,"<High School",Clerical,34,Private,"$14650",Minivan,yes,"$0",0,0,"$2037",1,New,1,"Highly Urban; Urban"
575831555,41,mid-age,"$65185",No,"$253054",Yes,z_F,"<High School","z_Blue Collar",12,Private,"$17220",Minivan,no,"$28753",1,2,"$0",6,used,0,"Highly Urban; Urban"
12136446,36,young,"$20921",No,"$124116",Yes,M,"z_High School",Clerical,71,Private,"$25280",Minivan,yes,"$0",0,0,"$0",1,New,0,"Highly Urban; Urban"
983644114,62,old-age,"$43410",No,"$186429",Yes,M,Bachelors,"z_Blue Collar",43,Commercial,"$15400",Minivan,yes,"$10086",3,0,"$0",14,old,0,"Highly Urban; Urban"
351071250,45,mid-age,"$4271",No,,Yes,z_F,"<High School","Home Maker",50,Private,"$1930",z_SUV,no,"$0",0,0,"$0",8,used,0,"z_Highly Rural; Rural"
490621422,37,young,"$82971",No,"$240550",Yes,z_F,Masters,,40,Commercial,"$23710",Pickup,no,"$0",0,2,"$4549",13,old,1,"Highly Urban; Urban"
322894279,45,mid-age,"$84028",No,"$223747",z_No,M,Masters,,50,Commercial,"$23280","Panel Truck",yes,"$1749",1,5,"$0",17,old,0,"Highly Urban; Urban"
444385459,47,mid-age,"$123715",No,"$389009",Yes,M,Masters,Lawyer,27,Private,"$4300",Minivan,no,"$0",0,0,"$0",16,old,0,"Highly Urban; Urban"
176803699,42,mid-age,"$72710",Yes,"$0",z_No,z_F,Masters,"Home Maker",67,Private,"$18710","Sports Car",no,"$0",0,1,"$0",12,used,0,"z_Highly Rural; Rural"
97750917,47,mid-age,"$30960",No,"$190150",Yes,z_F,Bachelors,Manager,31,Private,"$9300","Sports Car",no,"$0",0,0,"$0",4,New,0,"Highly Urban; Urban"
635871014,31,young,,Yes,"$0",z_No,z_F,Bachelors,"z_Blue Collar",5,Commercial,"$23160",z_SUV,no,"$2985",3,4,"$0",12,used,0,"Highly Urban; Urban"
681443164,45,mid-age,"$83111",No,"$237263",z_No,M,Bachelors,Manager,31,Private,"$23790",Minivan,no,"$7017",1,5,"$0",7,used,0,"Highly Urban; Urban"
122456408,37,young,"$93190",No,"$288129",Yes,M,Masters,Manager,34,Commercial,"$31180","Panel Truck",yes,"$0",0,0,"$0",23,vintage,0,"Highly Urban; Urban"
708077771,33,young,"$36354",No,"$192457",Yes,M,Bachelors,"z_Blue Collar",26,Commercial,"$18730",Van,yes,"$0",0,0,"$0",7,used,0,"z_Highly Rural; Rural"
600941278,47,mid-age,"$68061",No,"$209610",Yes,M,Bachelors,Professional,35,Commercial,"$16580",Van,yes,"$8085",4,6,"$0",13,old,0,"Highly Urban; Urban"
193424818,38,young,"$0",No,"$0",Yes,z_F,"<High School",Student,11,Private,"$5300","Sports Car",no,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
361665026,33,young,"$74546",No,"$245205",Yes,M,Bachelors,"z_Blue Collar",22,Commercial,"$12250",Minivan,no,"$3961",3,5,"$0",9,used,0,"Highly Urban; Urban"
756103596,46,mid-age,"$56006",No,"$190938",Yes,M,Bachelors,Professional,52,Commercial,"$11700",Pickup,yes,"$712",1,6,"$6542",8,used,1,"Highly Urban; Urban"
606041694,38,young,"$51620",Yes,"$0",z_No,z_F,"z_High School","z_Blue Collar",50,Commercial,"$10460",Minivan,no,"$0",0,0,"$3897",6,used,1,"Highly Urban; Urban"
478695816,55,mid-age,"$35916",No,"$151830",Yes,z_F,Bachelors,"z_Blue Collar",31,Commercial,"$17290",z_SUV,no,"$46761",1,6,"$6113",5,New,1,"Highly Urban; Urban"
574513469,55,mid-age,"$97890",No,"$325876",Yes,M,Masters,Lawyer,10,Private,"$25040",Minivan,yes,"$0",0,0,"$0",18,old,0,"Highly Urban; Urban"
58776949,38,young,"$9173",No,"$118100",Yes,M,"<High School",Clerical,14,Private,"$6220",Pickup,no,"$0",0,0,"$0",1,New,0,"Highly Urban; Urban"
161544930,31,young,"$71738",No,"$223313",Yes,z_F,Bachelors,"z_Blue Collar",93,Commercial,"$5750","Sports Car",no,"$0",0,0,"$0",10,used,0,"z_Highly Rural; Rural"
592690820,48,mid-age,,No,"$0",z_No,z_F,Masters,Lawyer,47,Private,"$20860",z_SUV,no,"$6038",1,8,"$4751",12,used,1,"Highly Urban; Urban"
621496694,30,young,"$88305",No,"$278236",Yes,z_F,Masters,Professional,5,Private,"$19710",z_SUV,no,"$0",0,0,"$0",20,old,0,"Highly Urban; Urban"
398984508,46,mid-age,"$90232",No,"$260661",z_No,z_F,Bachelors,Professional,42,Private,"$15780",z_SUV,no,"$0",0,1,"$0",14,old,0,"Highly Urban; Urban"
57346072,42,mid-age,"$101636",No,"$0",z_No,z_F,Masters,,36,Commercial,"$24890",Pickup,no,"$1452",2,7,"$7311",11,used,1,"Highly Urban; Urban"
74322645,44,mid-age,"$173412",No,"$431274",Yes,M,PhD,Professional,16,Commercial,"$41710","Panel Truck",no,"$0",0,0,"$0",14,old,0,"Highly Urban; Urban"
30585255,36,young,"$167971",No,"$441721",Yes,M,Bachelors,Professional,33,Private,"$5100",Pickup,yes,"$2769",1,0,"$5396",13,old,1,"Highly Urban; Urban"
23615805,43,mid-age,"$61949",No,"$245454",Yes,M,"z_High School","z_Blue Collar",17,Private,"$11990",Minivan,no,"$0",0,2,"$0",10,used,0,"Highly Urban; Urban"
698414529,53,mid-age,"$0",No,"$84982",Yes,M,Masters,Professional,45,Private,"$6800",Minivan,no,"$0",0,3,"$0",24,vintage,0,"Highly Urban; Urban"
142342235,45,mid-age,"$207123",Yes,"$488301",z_No,z_F,PhD,,42,Commercial,"$34320",Pickup,no,"$583",4,3,"$0",5,New,0,"Highly Urban; Urban"
898038749,41,mid-age,"$21651",No,"$142293",z_No,z_F,"<High School",Clerical,24,Commercial,"$25640",Pickup,no,"$0",0,1,"$4720",1,New,1,"Highly Urban; Urban"
195066900,46,mid-age,"$75983",No,"$252802",Yes,M,Masters,,17,Commercial,"$22100",Van,yes,"$0",0,0,"$0",14,old,0,"Highly Urban; Urban"
101731472,35,young,"$29250",No,"$159239",Yes,z_F,"z_High School","z_Blue Collar",45,Commercial,"$23380",Pickup,no,"$0",0,1,"$0",7,used,0,"Highly Urban; Urban"
845473829,43,mid-age,"$24382",No,"$168092",Yes,M,"<High School","z_Blue Collar",31,Commercial,"$8240",Pickup,yes,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
667069495,41,mid-age,,No,"$177209",Yes,z_F,"z_High School",Professional,38,Private,"$11510",z_SUV,no,"$7383",1,2,"$0",6,used,0,"Highly Urban; Urban"
363208227,47,mid-age,,No,"$186797",Yes,z_F,"z_High School","z_Blue Collar",17,Commercial,"$18400",z_SUV,no,"$0",0,1,"$2601",9,used,1,"Highly Urban; Urban"
717945707,49,mid-age,"$98175",No,"$321272",Yes,z_F,Masters,Lawyer,27,Private,"$16220",Minivan,no,"$0",0,0,"$0",15,old,0,"Highly Urban; Urban"
901710077,40,young,"$89348",No,"$230106",Yes,z_F,Masters,Professional,48,Private,"$18150",Pickup,no,"$0",0,2,"$0",14,old,0,"Highly Urban; Urban"
277764598,38,young,"$2726",No,"$0",Yes,M,"<High School",Student,51,Private,"$1770",Minivan,no,"$0",0,0,"$7534",1,New,1,"Highly Urban; Urban"
166240500,45,mid-age,"$26237",No,"$0",z_No,z_F,"z_High School","Home Maker",26,Private,"$29420",Pickup,no,"$0",0,2,"$0",1,New,0,"Highly Urban; Urban"
62746989,39,young,"$51814",No,"$0",z_No,z_F,Masters,Manager,28,Private,"$15170","Sports Car",no,"$5446",1,0,"$0",15,old,0,"Highly Urban; Urban"
525535873,52,mid-age,"$112512",No,"$0",z_No,M,PhD,,33,Commercial,"$37550","Panel Truck",yes,"$0",0,2,"$19867",14,old,1,"Highly Urban; Urban"
619949605,37,young,"$65402",No,"$202381",Yes,z_F,"z_High School","z_Blue Collar",62,Private,"$11740","Sports Car",no,"$0",0,0,"$0",7,used,0,"z_Highly Rural; Rural"
157518199,44,mid-age,"$78850",No,"$294899",Yes,M,Masters,,40,Commercial,"$24730","Panel Truck",no,"$0",0,0,"$3929",12,used,1,"Highly Urban; Urban"
371698337,57,mid-age,"$151528",No,"$0",z_No,M,PhD,Doctor,31,Private,"$14280",Minivan,yes,"$29378",2,0,"$0",9,used,0,"Highly Urban; Urban"
169244879,51,mid-age,"$45771",No,"$200101",Yes,M,"z_High School",Professional,61,Private,"$13760",Minivan,yes,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
430441105,49,mid-age,"$43560",No,"$174690",Yes,M,Bachelors,Clerical,35,Commercial,"$10760",Pickup,yes,"$0",0,0,"$0",7,used,0,"Highly Urban; Urban"
605237938,40,young,"$164028",No,"$0",z_No,M,Masters,Lawyer,5,Private,"$14800",Minivan,no,"$0",0,0,"$0",10,used,0,"Highly Urban; Urban"
186788748,48,mid-age,"$0",No,"$105542",Yes,z_F,"z_High School","Home Maker",24,Private,"$19250","Sports Car",no,"$5245",2,2,"$0",1,New,0,"Highly Urban; Urban"
417937551,33,young,"$39662",No,,Yes,z_F,"z_High School",Clerical,27,Private,"$11470",z_SUV,no,"$2248",3,8,"$45338",8,used,1,"Highly Urban; Urban"
471663062,46,mid-age,"$82398",No,"$235439",Yes,M,Bachelors,Manager,19,Private,"$19240",Van,no,"$0",0,0,"$0",15,old,0,"Highly Urban; Urban"
103293644,32,young,"$36179",Yes,"$106892",z_No,z_F,"<High School",Clerical,12,Private,"$13030","Sports Car",no,"$0",0,0,"$4307",6,used,1,"z_Highly Rural; Rural"
294816298,36,young,"$130540",Yes,"$344195",z_No,z_F,Bachelors,"z_Blue Collar",5,Commercial,"$35990",Van,no,"$0",0,0,"$0",9,used,0,"z_Highly Rural; Rural"
292071650,39,young,"$24546",No,"$147125",Yes,z_F,"z_High School","z_Blue Collar",5,Commercial,"$3950",z_SUV,no,"$4227",2,0,"$0",10,used,0,"Highly Urban; Urban"
314595556,46,mid-age,"$123289",No,,Yes,M,PhD,,24,Commercial,"$18430",Van,no,"$0",0,0,"$0",12,used,0,"Highly Urban; Urban"
379401970,63,old-age,"$52739",No,"$265690",Yes,M,Bachelors,Manager,36,Private,"$13670",z_SUV,yes,"$2085",3,0,"$0",1,New,0,"Highly Urban; Urban"
375087720,47,mid-age,"$80431",No,"$243919",Yes,M,Bachelors,Clerical,22,Commercial,"$25630","Panel Truck",yes,"$0",0,0,"$0",13,old,0,"z_Highly Rural; Rural"
694267964,43,mid-age,"$110543",Yes,"$330562",z_No,z_F,Masters,,48,Commercial,"$14110",z_SUV,no,"$0",0,0,"$0",9,used,0,"Highly Urban; Urban"
890091849,46,mid-age,"$125610",No,"$329203",Yes,M,Masters,Lawyer,27,Private,"$18660",Van,no,"$0",0,2,"$0",13,old,0,"Highly Urban; Urban"
747002242,45,mid-age,"$129261",Yes,"$325139",z_No,z_F,Masters,Manager,52,Private,"$20530",z_SUV,no,"$25495",2,1,"$0",12,used,0,"Highly Urban; Urban"
733070656,26,young,"$35262",Yes,"$0",z_No,M,"<High School","z_Blue Collar",25,Private,"$15110",Minivan,yes,"$0",0,0,"$8697",1,New,1,"Highly Urban; Urban"
619748463,57,mid-age,,No,"$0",Yes,M,"<High School",Student,7,Private,"$21550",Minivan,no,"$42944",1,0,"$6255",1,New,1,"Highly Urban; Urban"
699677378,38,young,"$83304",No,"$234493",Yes,z_F,Bachelors,Clerical,10,Private,"$17600",Pickup,no,"$8109",2,1,"$0",17,old,0,"Highly Urban; Urban"
474659214,48,mid-age,"$0",No,"$0",Yes,M,Bachelors,Student,45,Commercial,"$6300",Pickup,no,"$0",0,0,"$0",7,used,0,"z_Highly Rural; Rural"
848429245,55,mid-age,"$133318",No,"$398344",Yes,M,Masters,Lawyer,20,Private,"$33470",Minivan,no,"$0",0,0,"$0",13,old,0,"z_Highly Rural; Rural"
382198324,52,mid-age,"$43393",No,"$202835",Yes,z_F,"z_High School",Clerical,23,Private,"$21250",Minivan,no,"$30910",2,1,"$0",1,New,0,"Highly Urban; Urban"
310091630,54,mid-age,"$48952",No,"$203371",Yes,z_F,Bachelors,"z_Blue Collar",21,Private,"$25010",Minivan,no,"$0",0,0,"$0",8,used,0,"Highly Urban; Urban"
945144015,44,mid-age,"$84015",No,"$0",z_No,M,"z_High School",Manager,45,Private,"$12230",Minivan,no,"$5571",2,0,"$0",9,used,0,"Highly Urban; Urban"
755684786,39,young,"$33893",No,"$210190",Yes,z_F,"<High School","z_Blue Collar",39,Private,"$10650",z_SUV,no,"$20631",2,7,"$0",1,New,0,"Highly Urban; Urban"
